flight_number,scheduled_departure_date,total_pax,departure_delay_min
5977,2025-08-10,76,-3.00
617,2025-08-08,110,-5.00
1413,2025-08-14,200,78.00
1538,2025-08-11,158,-2.00
534,2025-08-12,224,9.00
1324,2025-08-06,234,148.00
1983,2025-08-02,235,4.00
2225,2025-08-11,194,-10.00
293,2025-08-06,152,31.00
2155,2025-08-04,176,346.00
3603,2025-08-12,64,236.00
2609,2025-08-12,144,-1.00
953,2025-08-01,289,9.00
1182,2025-08-10,154,16.00
5819,2025-08-12,46,-10.00
5868,2025-08-03,72,6.00
3598,2025-08-11,50,-2.00
1996,2025-08-13,231,-5.00
3628,2025-08-01,84,9.00
5262,2025-08-08,52,-6.00
5230,2025-08-09,50,27.00
1316,2025-08-08,120,-5.00
1398,2025-08-13,164,20.00
4488,2025-08-02,53,-5.00
5603,2025-08-09,61,71.00
1273,2025-08-15,158,-8.00
5607,2025-08-04,72,-3.00
5131,2025-08-15,46,4.00
5269,2025-08-03,56,-7.00
5610,2025-08-04,50,0.00
5124,2025-08-12,30,125.00
5568,2025-08-01,46,-4.00
4584,2025-08-12,55,145.00
1387,2025-08-15,215,-1.00
1361,2025-08-01,168,9.00
374,2025-08-04,135,-2.00
1710,2025-08-03,166,37.00
1414,2025-08-10,173,-2.00
5292,2025-08-13,91,-5.00
4452,2025-08-15,54,49.00
445,2025-08-09,224,36.00
6002,2025-08-02,69,-3.00
467,2025-08-10,163,82.00
1756,2025-08-05,101,10.00
2100,2025-08-02,212,16.00
972,2025-08-09,333,9.00
5608,2025-08-06,47,13.00
1742,2025-08-05,140,-5.00
4184,2025-08-10,55,10.00
5229,2025-08-06,64,-2.00
2483,2025-08-08,186,4.00
3716,2025-08-10,79,6.00
2137,2025-08-02,155,-2.00
2635,2025-08-13,137,14.00
1980,2025-08-07,153,4.00
953,2025-08-03,186,8.00
1920,2025-08-13,150,7.00
1077,2025-08-01,118,-4.00
3604,2025-08-07,80,-2.00
1658,2025-08-09,196,-4.00
5790,2025-08-04,53,-2.00
202,2025-08-09,383,-7.00
5219,2025-08-01,58,1.00
5729,2025-08-13,49,35.00
5262,2025-08-03,55,-5.00
5603,2025-08-05,64,8.00
3433,2025-08-02,99,65.00
4748,2025-08-10,44,3.00
4546,2025-08-09,42,-7.00
4389,2025-08-07,52,14.00
3598,2025-08-15,48,0.00
2418,2025-08-03,188,-11.00
5968,2025-08-09,118,-5.00
4588,2025-08-13,50,-7.00
5026,2025-08-04,20,35.00
5099,2025-08-10,42,51.00
2099,2025-08-06,202,8.00
374,2025-08-09,132,-8.00
970,2025-08-01,402,65.00
2302,2025-08-06,103,-2.00
2040,2025-08-05,230,4.00
5517,2025-08-10,72,51.00
2201,2025-08-06,220,7.00
1492,2025-08-14,90,163.00
767,2025-08-04,226,-2.00
2394,2025-08-04,234,7.00
5138,2025-08-09,21,-8.00
1502,2025-08-10,192,42.00
4468,2025-08-09,39,6.00
1834,2025-08-15,183,-5.00
476,2025-08-08,129,-7.00
2424,2025-08-15,178,15.00
2004,2025-08-12,151,8.00
1146,2025-08-02,215,47.00
1584,2025-08-02,258,6.00
4599,2025-08-14,49,47.00
5446,2025-08-10,76,177.00
1010,2025-08-11,173,-7.00
980,2025-08-03,284,141.00
1178,2025-08-03,189,2.00
5526,2025-08-10,57,5.00
288,2025-08-09,178,-1.00
2172,2025-08-02,133,-4.00
1989,2025-08-09,153,0.00
1198,2025-08-02,242,7.00
5323,2025-08-02,95,35.00
3402,2025-08-02,76,25.00
5021,2025-08-03,53,-6.00
580,2025-08-07,177,6.00
3690,2025-08-09,54,4.00
2302,2025-08-12,108,-5.00
5122,2025-08-03,47,-6.00
912,2025-08-09,174,16.00
4184,2025-08-11,53,-4.00
3422,2025-08-01,78,-2.00
2426,2025-08-12,93,276.00
481,2025-08-02,160,9.00
769,2025-08-03,200,11.00
2104,2025-08-04,190,-1.00
1655,2025-08-07,166,62.00
2337,2025-08-11,213,0.00
4380,2025-08-02,53,10.00
2243,2025-08-07,167,0.00
1182,2025-08-11,185,20.00
1077,2025-08-03,90,-7.00
342,2025-08-09,264,-6.00
1144,2025-08-02,184,8.00
3638,2025-08-06,96,-3.00
4481,2025-08-12,52,-4.00
1617,2025-08-06,183,-2.00
2202,2025-08-03,198,15.00
5963,2025-08-07,73,3.00
2144,2025-08-14,130,-3.00
5652,2025-08-09,80,124.00
4778,2025-08-13,52,1.00
3520,2025-08-01,65,17.00
1421,2025-08-13,159,-1.00
5699,2025-08-12,44,3.00
3464,2025-08-14,78,17.00
3614,2025-08-04,62,-5.00
4501,2025-08-10,32,-5.00
5427,2025-08-04,51,-5.00
4504,2025-08-11,53,-8.00
2635,2025-08-03,133,3.00
4529,2025-08-03,62,-8.00
4452,2025-08-08,63,-10.00
5045,2025-08-04,49,-5.00
4507,2025-08-06,24,-4.00
5637,2025-08-15,50,16.00
2401,2025-08-03,288,-1.00
4425,2025-08-10,50,114.00
5108,2025-08-11,39,31.00
1156,2025-08-04,195,12.00
600,2025-08-02,225,-3.00
534,2025-08-04,212,0.00
5395,2025-08-03,79,-9.00
2100,2025-08-12,196,16.00
3610,2025-08-09,97,81.00
1634,2025-08-09,213,1.00
2497,2025-08-02,88,-1.00
1657,2025-08-15,181,-4.00
3706,2025-08-09,72,8.00
970,2025-08-11,179,31.00
5135,2025-08-01,58,78.00
5140,2025-08-15,40,25.00
944,2025-08-09,387,33.00
2378,2025-08-03,213,29.00
2133,2025-08-12,146,456.00
1983,2025-08-14,188,15.00
445,2025-08-13,182,10.00
2201,2025-08-15,189,-3.00
4452,2025-08-12,67,25.00
4390,2025-08-07,55,-3.00
1030,2025-08-02,128,38.00
2487,2025-08-08,111,3.00
664,2025-08-09,190,1.00
5289,2025-08-04,39,34.00
466,2025-08-07,151,-6.00
5999,2025-08-07,63,-10.00
3520,2025-08-12,82,143.00
5219,2025-08-05,40,37.00
3694,2025-08-15,85,-10.00
4588,2025-08-05,51,0.00
786,2025-08-08,159,-5.00
2426,2025-08-02,230,2.00
767,2025-08-05,212,-1.00
5469,2025-08-14,41,-5.00
2172,2025-08-03,141,3.00
3402,2025-08-01,100,5.00
1525,2025-08-03,145,-1.00
1660,2025-08-05,283,-2.00
2629,2025-08-10,180,-4.00
2005,2025-08-11,92,-4.00
1842,2025-08-15,160,11.00
2144,2025-08-15,185,8.00
2172,2025-08-12,160,-4.00
5964,2025-08-08,90,-1.00
5852,2025-08-14,45,8.00
1314,2025-08-03,222,-2.00
2364,2025-08-10,135,1.00
4391,2025-08-01,54,-5.00
1801,2025-08-15,247,-1.00
1899,2025-08-09,113,3.00
5103,2025-08-11,46,87.00
2672,2025-08-08,157,-9.00
3536,2025-08-03,85,-2.00
1878,2025-08-15,229,-2.00
2635,2025-08-10,134,24.00
1834,2025-08-09,252,-7.00
2038,2025-08-05,154,-6.00
3409,2025-08-09,75,-5.00
4574,2025-08-03,55,-1.00
5344,2025-08-08,49,9.00
4436,2025-08-09,53,-10.00
4431,2025-08-03,45,0.00
5521,2025-08-09,43,-3.00
5362,2025-08-01,46,-2.00
4791,2025-08-03,48,-6.00
791,2025-08-08,236,-7.00
533,2025-08-09,174,9.00
3409,2025-08-03,75,-3.00
5517,2025-08-15,75,7.00
1941,2025-08-01,92,7.00
2254,2025-08-02,240,-4.00
3402,2025-08-12,80,298.00
5020,2025-08-13,16,-11.00
1124,2025-08-04,188,167.00
2394,2025-08-08,292,18.00
534,2025-08-02,230,128.00
4789,2025-08-04,70,-6.00
2343,2025-08-04,190,13.00
5646,2025-08-12,51,32.00
2418,2025-08-04,139,-5.00
1477,2025-08-04,189,-2.00
664,2025-08-05,151,4.00
1658,2025-08-06,161,-7.00
1044,2025-08-04,254,83.00
777,2025-08-08,154,8.00
752,2025-08-11,154,-4.00
1620,2025-08-05,231,-4.00
3663,2025-08-07,79,-6.00
4610,2025-08-14,53,148.00
2343,2025-08-05,90,98.00
2652,2025-08-01,217,20.00
1538,2025-08-14,144,194.00
2370,2025-08-05,206,17.00
5963,2025-08-15,76,-4.00
2008,2025-08-09,326,-3.00
907,2025-08-07,325,217.00
5534,2025-08-12,80,49.00
5350,2025-08-02,50,-1.00
1324,2025-08-13,185,68.00
5395,2025-08-07,60,-7.00
1583,2025-08-02,174,40.00
1756,2025-08-09,62,38.00
3706,2025-08-02,94,-4.00
5290,2025-08-14,70,2.00
2481,2025-08-11,147,9.00
3614,2025-08-06,76,58.00
4585,2025-08-14,44,-11.00
4597,2025-08-01,73,-12.00
1135,2025-08-09,199,-1.00
5392,2025-08-02,94,7.00
1657,2025-08-11,184,-3.00
5712,2025-08-11,83,0.00
4789,2025-08-05,64,143.00
5859,2025-08-09,92,-9.00
5901,2025-08-07,76,0.00
1975,2025-08-14,143,-1.00
3569,2025-08-07,88,-5.00
468,2025-08-13,194,-7.00
1414,2025-08-09,202,-4.00
2652,2025-08-05,184,-6.00
1801,2025-08-06,227,4.00
2226,2025-08-11,214,3.00
4501,2025-08-08,52,-4.00
6004,2025-08-01,91,61.00
1660,2025-08-06,267,6.00
600,2025-08-07,177,45.00
2201,2025-08-13,176,4.00
2609,2025-08-15,142,-3.00
5810,2025-08-08,50,1.00
1156,2025-08-07,194,50.00
3402,2025-08-14,84,-2.00
2059,2025-08-01,178,28.00
1502,2025-08-14,198,-3.00
1269,2025-08-07,121,17.00
3635,2025-08-03,71,3.00
291,2025-08-14,159,6.00
1270,2025-08-06,231,-3.00
1531,2025-08-02,185,7.00
2494,2025-08-06,183,176.00
1859,2025-08-11,137,1.00
5380,2025-08-04,82,-4.00
4574,2025-08-10,45,2.00
609,2025-08-04,195,0.00
3464,2025-08-01,80,10.00
1577,2025-08-07,238,75.00
5380,2025-08-11,76,-6.00
1975,2025-08-15,129,-3.00
5125,2025-08-11,51,-8.00
3707,2025-08-06,48,17.00
5437,2025-08-09,57,14.00
5253,2025-08-13,53,5.00
5564,2025-08-13,46,-6.00
4599,2025-08-10,50,1.00
4186,2025-08-05,66,-4.00
4380,2025-08-14,52,137.00
5021,2025-08-06,31,-4.00
4600,2025-08-08,61,-2.00
293,2025-08-09,202,155.00
2455,2025-08-14,90,-8.00
4739,2025-08-02,58,86.00
2008,2025-08-02,398,0.00
4568,2025-08-12,55,-8.00
660,2025-08-15,211,57.00
2290,2025-08-13,147,38.00
2280,2025-08-06,305,-4.00
1069,2025-08-05,79,-12.00
2038,2025-08-12,79,-6.00
2059,2025-08-02,208,53.00
4559,2025-08-03,53,0.00
2075,2025-08-15,160,2.00
2075,2025-08-14,170,11.00
2040,2025-08-11,210,11.00
4406,2025-08-05,47,-10.00
763,2025-08-10,217,25.00
2440,2025-08-10,189,-1.00
5646,2025-08-06,60,2.00
2202,2025-08-01,194,3.00
2427,2025-08-10,79,5.00
2494,2025-08-05,175,9.00
2665,2025-08-13,136,0.00
2113,2025-08-01,173,-3.00
1144,2025-08-06,147,142.00
1710,2025-08-14,97,18.00
4542,2025-08-05,58,-3.00
5946,2025-08-04,70,-4.00
4518,2025-08-11,55,300.00
4766,2025-08-03,46,-4.00
1923,2025-08-03,133,76.00
5868,2025-08-11,65,10.00
708,2025-08-09,137,23.00
5398,2025-08-12,59,-5.00
5358,2025-08-09,50,31.00
1975,2025-08-05,121,0.00
5420,2025-08-07,70,3.00
1068,2025-08-02,231,0.00
5251,2025-08-05,78,-3.00
5038,2025-08-07,39,178.00
5474,2025-08-06,35,18.00
2104,2025-08-15,180,1.00
5253,2025-08-14,94,672.00
5353,2025-08-03,66,-9.00
4549,2025-08-06,50,-7.00
556,2025-08-02,160,-4.00
3693,2025-08-02,100,-6.00
5538,2025-08-05,40,-8.00
5382,2025-08-11,34,1000.00
587,2025-08-15,166,98.00
411,2025-08-13,129,-5.00
1139,2025-08-04,122,-5.00
912,2025-08-02,189,32.00
881,2025-08-09,322,0.00
920,2025-08-15,178,-2.00
793,2025-08-08,161,5.00
1144,2025-08-10,157,26.00
2290,2025-08-06,133,-4.00
5274,2025-08-07,55,18.00
2629,2025-08-11,188,-3.00
1270,2025-08-11,256,-1.00
2430,2025-08-06,165,29.00
1848,2025-08-10,141,17.00
2616,2025-08-15,181,65.00
2865,2025-08-08,101,-2.00
2092,2025-08-14,177,232.00
503,2025-08-12,248,-3.00
909,2025-08-02,288,23.00
1785,2025-08-03,201,20.00
1144,2025-08-12,92,234.00
5226,2025-08-09,76,23.00
2618,2025-08-06,141,-1.00
3614,2025-08-07,72,26.00
5280,2025-08-06,84,56.00
1097,2025-08-11,185,3.00
1620,2025-08-15,210,10.00
2207,2025-08-11,141,-1.00
5124,2025-08-11,41,60.00
1068,2025-08-15,169,106.00
5103,2025-08-01,48,5.00
1414,2025-08-02,187,5.00
1872,2025-08-02,155,86.00
2430,2025-08-12,80,-3.00
2628,2025-08-01,163,22.00
5999,2025-08-14,58,-5.00
1477,2025-08-15,109,-4.00
5250,2025-08-02,85,9.00
5726,2025-08-02,50,26.00
3493,2025-08-13,73,51.00
5225,2025-08-13,47,-2.00
4766,2025-08-06,61,-6.00
1643,2025-08-11,211,-6.00
721,2025-08-06,226,-5.00
5274,2025-08-12,49,123.00
4590,2025-08-03,56,-5.00
5314,2025-08-05,60,-1.00
5124,2025-08-14,48,4.00
1077,2025-08-13,48,-9.00
5136,2025-08-02,7,-7.00
288,2025-08-02,128,100.00
2200,2025-08-02,209,15.00
1100,2025-08-15,82,-9.00
561,2025-08-06,202,26.00
563,2025-08-06,223,-8.00
2278,2025-08-11,241,-4.00
2337,2025-08-04,206,-1.00
1273,2025-08-05,280,-3.00
2067,2025-08-10,136,8.00
1381,2025-08-14,75,-3.00
374,2025-08-01,131,95.00
1842,2025-08-01,253,24.00
1677,2025-08-05,177,21.00
1793,2025-08-06,125,-10.00
3465,2025-08-03,88,15.00
4463,2025-08-08,46,50.00
4780,2025-08-06,49,35.00
1576,2025-08-11,177,55.00
2059,2025-08-12,97,71.00
476,2025-08-05,111,-4.00
1980,2025-08-15,159,29.00
2225,2025-08-09,169,-4.00
5555,2025-08-04,48,5.00
1920,2025-08-02,194,0.00
580,2025-08-06,220,-6.00
4395,2025-08-03,52,-3.00
4391,2025-08-11,50,128.00
5790,2025-08-05,55,-11.00
1301,2025-08-09,127,7.00
3601,2025-08-13,88,18.00
4549,2025-08-04,45,40.00
5253,2025-08-11,80,2.00
1502,2025-08-04,197,17.00
752,2025-08-12,113,26.00
380,2025-08-07,149,5.00
1859,2025-08-06,145,213.00
972,2025-08-08,384,35.00
2635,2025-08-01,148,6.00
5731,2025-08-06,74,-1.00
5565,2025-08-05,51,-5.00
2862,2025-08-03,193,-2.00
4792,2025-08-07,62,3.00
2071,2025-08-03,243,-4.00
777,2025-08-06,180,144.00
660,2025-08-06,251,-7.00
380,2025-08-05,141,19.00
3718,2025-08-15,79,-3.00
1328,2025-08-03,198,-3.00
343,2025-08-12,200,7.00
920,2025-08-09,189,3.00
1252,2025-08-14,58,-1.00
1377,2025-08-07,133,52.00
4571,2025-08-13,45,-3.00
5234,2025-08-04,54,0.00
2144,2025-08-12,135,0.00
1252,2025-08-04,109,-2.00
4456,2025-08-02,43,-1.00
466,2025-08-13,67,43.00
5392,2025-08-10,93,98.00
1495,2025-08-15,60,183.00
664,2025-08-15,62,243.00
286,2025-08-15,160,-10.00
4558,2025-08-04,49,-4.00
1525,2025-08-14,146,9.00
5469,2025-08-04,53,-1.00
4597,2025-08-11,44,0.00
416,2025-08-09,241,0.00
5963,2025-08-01,86,-3.00
5737,2025-08-04,80,20.00
3433,2025-08-08,82,-4.00
5668,2025-08-06,48,20.00
1270,2025-08-04,247,-4.00
1335,2025-08-11,157,-3.00
4559,2025-08-02,52,-6.00
909,2025-08-04,191,75.00
276,2025-08-13,201,49.00
5874,2025-08-12,46,5.00
3493,2025-08-12,78,131.00
4429,2025-08-13,58,-8.00
1740,2025-08-09,227,-6.00
1859,2025-08-01,152,11.00
5405,2025-08-04,55,-6.00
219,2025-08-15,351,-9.00
1156,2025-08-05,138,-3.00
2138,2025-08-04,169,-4.00
611,2025-08-11,265,3.00
2369,2025-08-09,186,-5.00
445,2025-08-03,150,0.00
2657,2025-08-11,183,-7.00
1269,2025-08-13,131,-4.00
1120,2025-08-02,245,-3.00
2652,2025-08-06,191,-4.00
4597,2025-08-14,42,-10.00
2113,2025-08-12,83,89.00
5131,2025-08-07,54,0.00
5382,2025-08-10,49,87.00
4766,2025-08-15,44,-2.00
3571,2025-08-04,66,189.00
5380,2025-08-01,72,-9.00
2347,2025-08-06,152,111.00
5577,2025-08-12,64,-9.00
4571,2025-08-14,40,31.00
5841,2025-08-05,77,-1.00
4542,2025-08-03,56,-1.00
4517,2025-08-05,47,-5.00
5874,2025-08-05,55,9.00
4387,2025-08-08,40,178.00
5230,2025-08-15,48,-2.00
5585,2025-08-06,50,5.00
4184,2025-08-01,52,22.00
3628,2025-08-14,69,-5.00
4391,2025-08-02,54,2.00
4482,2025-08-15,35,-3.00
2481,2025-08-07,128,26.00
2627,2025-08-02,68,-1.00
611,2025-08-06,272,21.00
445,2025-08-12,202,6.00
3654,2025-08-04,74,0.00
4173,2025-08-13,59,17.00
5536,2025-08-14,80,-1.00
2440,2025-08-06,173,-6.00
2278,2025-08-13,222,0.00
4518,2025-08-01,52,-1.00
4645,2025-08-12,44,-10.00
4429,2025-08-04,48,-10.00
714,2025-08-15,182,10.00
3493,2025-08-05,22,-12.00
1182,2025-08-04,147,140.00
5564,2025-08-05,52,-3.00
4188,2025-08-08,51,-2.00
1576,2025-08-12,166,10.00
378,2025-08-03,211,-3.00
3498,2025-08-05,81,-6.00
118,2025-08-10,196,54.00
2665,2025-08-06,123,262.00
5637,2025-08-14,43,0.00
1967,2025-08-14,191,3.00
2609,2025-08-01,139,7.00
1967,2025-08-07,250,123.00
695,2025-08-12,156,201.00
2658,2025-08-03,215,-1.00
2092,2025-08-11,181,-5.00
1421,2025-08-12,113,-3.00
1811,2025-08-11,175,-8.00
312,2025-08-14,134,81.00
5946,2025-08-01,69,9.00
1403,2025-08-15,137,11.00
1776,2025-08-08,216,-2.00
5262,2025-08-12,41,-8.00
4416,2025-08-10,50,199.00
5289,2025-08-05,54,-10.00
5444,2025-08-07,48,-9.00
4638,2025-08-03,77,-1.00
3409,2025-08-10,65,12.00
5131,2025-08-11,39,85.00
3569,2025-08-04,74,-6.00
2155,2025-08-08,228,175.00
5564,2025-08-14,55,3.00
4479,2025-08-09,50,-6.00
3638,2025-08-09,130,-8.00
5795,2025-08-10,79,-6.00
3493,2025-08-07,85,5.00
1205,2025-08-14,198,38.00
1834,2025-08-12,175,-8.00
920,2025-08-13,148,87.00
1779,2025-08-03,163,13.00
2635,2025-08-11,134,5.00
1398,2025-08-14,152,-3.00
3520,2025-08-02,73,22.00
3542,2025-08-06,63,-4.00
1129,2025-08-14,188,19.00
1710,2025-08-05,213,113.00
3433,2025-08-03,73,-2.00
1068,2025-08-11,209,-3.00
2179,2025-08-02,259,2.00
5360,2025-08-14,49,-3.00
5427,2025-08-01,49,-6.00
1215,2025-08-06,174,-11.00
380,2025-08-06,150,-4.00
752,2025-08-03,166,-3.00
2684,2025-08-14,198,12.00
1129,2025-08-11,149,-3.00
5352,2025-08-13,60,-6.00
5125,2025-08-14,56,-3.00
5930,2025-08-01,62,3.00
4588,2025-08-11,50,3.00
4185,2025-08-08,61,4.00
4389,2025-08-11,49,186.00
2137,2025-08-11,194,-4.00
4597,2025-08-11,44,0.00
1857,2025-08-11,175,76.00
2665,2025-08-15,85,-2.00
5646,2025-08-09,54,-3.00
5251,2025-08-01,64,23.00
5841,2025-08-08,89,14.00
4387,2025-08-09,57,-3.00
5427,2025-08-15,49,-6.00
1297,2025-08-10,166,4.00
5534,2025-08-10,79,22.00
1270,2025-08-08,237,-2.00
729,2025-08-10,148,9.00
1414,2025-08-04,135,-4.00
2182,2025-08-09,207,-1.00
467,2025-08-04,169,-6.00
5435,2025-08-01,93,-3.00
4636,2025-08-09,34,80.00
729,2025-08-13,90,-5.00
1387,2025-08-08,204,-6.00
2154,2025-08-14,188,30.00
5601,2025-08-01,54,3.00
374,2025-08-08,138,-8.00
2665,2025-08-07,241,31.00
5637,2025-08-07,68,28.00
1803,2025-08-07,222,24.00
2389,2025-08-04,247,-1.00
2343,2025-08-02,167,1.00
3493,2025-08-11,58,0.00
1785,2025-08-06,177,1.00
5608,2025-08-01,50,-1.00
5230,2025-08-04,41,4.00
739,2025-08-08,179,46.00
2059,2025-08-04,170,9.00
3603,2025-08-07,82,-3.00
5038,2025-08-10,58,13.00
2629,2025-08-05,181,-2.00
5122,2025-08-14,59,14.00
5395,2025-08-13,75,7.00
1205,2025-08-03,208,-4.00
5435,2025-08-11,93,-2.00
5038,2025-08-09,52,27.00
1933,2025-08-09,186,-5.00
4780,2025-08-13,55,12.00
5564,2025-08-07,48,1.00
2427,2025-08-03,135,9.00
5493,2025-08-04,56,-3.00
5565,2025-08-10,47,85.00
2090,2025-08-12,57,-8.00
2154,2025-08-05,193,8.00
2609,2025-08-14,153,13.00
5538,2025-08-07,48,2.00
2243,2025-08-13,173,33.00
4558,2025-08-02,56,-2.00
5344,2025-08-02,61,-4.00
5836,2025-08-15,60,-8.00
1872,2025-08-08,155,10.00
777,2025-08-05,198,-1.00
708,2025-08-06,144,-3.00
1178,2025-08-15,158,21.00
1146,2025-08-08,189,15.00
5446,2025-08-03,90,3.00
2100,2025-08-14,190,-3.00
1304,2025-08-08,216,2.00
1178,2025-08-06,152,100.00
4636,2025-08-12,47,219.00
2488,2025-08-08,188,14.00
3523,2025-08-13,93,64.00
909,2025-08-09,236,43.00
4429,2025-08-03,52,-1.00
3716,2025-08-05,79,0.00
1851,2025-08-06,117,-7.00
1097,2025-08-15,122,-6.00
2497,2025-08-08,61,18.00
1793,2025-08-07,131,70.00
881,2025-08-07,242,5.00
3641,2025-08-07,74,-4.00
1848,2025-08-11,129,26.00
4391,2025-08-09,62,-9.00
5977,2025-08-13,55,2.00
5099,2025-08-11,24,-5.00
4406,2025-08-13,39,-9.00
5225,2025-08-02,47,-2.00
2071,2025-08-08,208,-4.00
1113,2025-08-03,138,-4.00
2635,2025-08-12,140,-2.00
1328,2025-08-12,256,-3.00
920,2025-08-08,204,168.00
4778,2025-08-12,47,111.00
2195,2025-08-12,191,-4.00
291,2025-08-12,138,266.00
1710,2025-08-02,195,25.00
5652,2025-08-04,73,4.00
4184,2025-08-15,46,49.00
2414,2025-08-08,181,-4.00
1643,2025-08-05,279,-3.00
4476,2025-08-10,52,75.00
4588,2025-08-09,54,-2.00
1933,2025-08-10,198,11.00
1909,2025-08-11,164,0.00
5272,2025-08-03,48,-3.00
1120,2025-08-10,108,-5.00
4518,2025-08-02,67,-7.00
1793,2025-08-10,127,-2.00
307,2025-08-15,155,-6.00
3654,2025-08-14,82,-1.00
1655,2025-08-08,164,6.00
2387,2025-08-03,272,0.00
5437,2025-08-07,50,-5.00
4748,2025-08-09,50,-3.00
224,2025-08-15,215,-3.00
793,2025-08-04,133,-2.00
5499,2025-08-04,40,26.00
5577,2025-08-08,101,-5.00
5229,2025-08-03,101,33.00
5118,2025-08-12,46,-8.00
4387,2025-08-13,49,170.00
2138,2025-08-01,197,35.00
5699,2025-08-05,54,-2.00
468,2025-08-15,199,-6.00
5131,2025-08-13,55,10.00
5375,2025-08-14,47,63.00
1414,2025-08-03,171,-2.00
5420,2025-08-10,51,68.00
5136,2025-08-13,9,-11.00
1980,2025-08-10,178,-6.00
4436,2025-08-07,51,-7.00
2200,2025-08-14,201,10.00
2071,2025-08-11,228,10.00
4406,2025-08-07,49,-1.00
5122,2025-08-15,48,1.00
907,2025-08-10,305,304.00
1239,2025-08-10,137,38.00
3402,2025-08-06,73,-4.00
5358,2025-08-10,46,-4.00
349,2025-08-07,181,28.00
3421,2025-08-15,68,-3.00
1996,2025-08-14,223,-1.00
482,2025-08-11,139,-2.00
2137,2025-08-09,140,7.00
2677,2025-08-01,188,5.00
1803,2025-08-05,227,-4.00
2661,2025-08-15,212,-7.00
695,2025-08-15,172,18.00
609,2025-08-11,198,34.00
4501,2025-08-04,50,-8.00
307,2025-08-07,152,2.00
3598,2025-08-06,70,8.00
3694,2025-08-10,79,1.00
5946,2025-08-10,73,53.00
5668,2025-08-08,47,-3.00
2092,2025-08-15,161,18.00
2494,2025-08-09,198,41.00
1403,2025-08-01,123,21.00
5353,2025-08-07,48,-5.00
307,2025-08-05,140,-5.00
2278,2025-08-02,240,-8.00
3440,2025-08-08,89,-4.00
2481,2025-08-02,198,-4.00
5414,2025-08-13,47,-5.00
5538,2025-08-02,45,4.00
4584,2025-08-13,45,0.00
1270,2025-08-05,218,-6.00
5859,2025-08-02,93,-1.00
3571,2025-08-14,73,-1.00
5260,2025-08-10,65,-4.00
2370,2025-08-15,204,-5.00
1387,2025-08-10,478,62.00
580,2025-08-04,197,0.00
219,2025-08-06,392,-6.00
1599,2025-08-12,466,-1.00
1358,2025-08-03,146,-8.00
980,2025-08-10,278,17.00
3635,2025-08-07,79,81.00
2378,2025-08-12,149,67.00
5215,2025-08-03,51,53.00
611,2025-08-03,265,24.00
4611,2025-08-15,47,0.00
1301,2025-08-04,138,0.00
5420,2025-08-03,48,-1.00
5269,2025-08-04,58,2.00
5984,2025-08-15,91,54.00
5138,2025-08-07,35,95.00
1328,2025-08-13,210,-1.00
2251,2025-08-14,131,9.00
2075,2025-08-07,209,16.00
4501,2025-08-14,48,-3.00
3498,2025-08-13,76,-5.00
5260,2025-08-09,47,53.00
3465,2025-08-04,81,6.00
5229,2025-08-01,84,-2.00
343,2025-08-11,188,-4.00
5280,2025-08-07,81,38.00
5289,2025-08-01,50,-9.00
4391,2025-08-06,40,11.00
4468,2025-08-01,61,35.00
5094,2025-08-07,49,-11.00
1634,2025-08-10,184,3.00
2653,2025-08-01,214,5.00
1361,2025-08-05,136,0.00
1740,2025-08-01,238,-6.00
1643,2025-08-09,212,-5.00
4558,2025-08-15,51,4.00
5435,2025-08-04,71,5.00
987,2025-08-12,298,139.00
2333,2025-08-04,180,-3.00
3610,2025-08-03,79,7.00
5448,2025-08-02,52,-1.00
378,2025-08-10,235,219.00
6002,2025-08-09,57,66.00
2039,2025-08-08,212,9.00
5360,2025-08-04,55,-4.00
1756,2025-08-10,161,65.00
2005,2025-08-04,135,3.00
1006,2025-08-15,194,2.00
2649,2025-08-15,184,61.00
2494,2025-08-11,214,10.00
1742,2025-08-01,145,18.00
1857,2025-08-13,183,-3.00
2200,2025-08-08,199,13.00
219,2025-08-11,401,-8.00
1525,2025-08-07,179,2.00
786,2025-08-09,220,34.00
2211,2025-08-03,193,1.00
1620,2025-08-02,263,-2.00
1708,2025-08-05,128,-4.00
4504,2025-08-04,47,-4.00
2177,2025-08-03,145,-3.00
777,2025-08-02,221,0.00
5360,2025-08-11,47,3.00
2280,2025-08-03,304,-1.00
1859,2025-08-14,140,66.00
2455,2025-08-11,121,-3.00
4558,2025-08-07,56,-9.00
3685,2025-08-07,60,-6.00
5637,2025-08-02,53,49.00
4549,2025-08-07,55,34.00
4568,2025-08-02,37,-10.00
1097,2025-08-14,109,-10.00
2179,2025-08-01,262,3.00
5568,2025-08-13,72,-1.00
5375,2025-08-15,59,-5.00
422,2025-08-13,320,19.00
3638,2025-08-05,86,-2.00
2684,2025-08-10,249,3.00
2008,2025-08-07,349,-2.00
2278,2025-08-04,219,-1.00
2649,2025-08-09,205,135.00
1239,2025-08-07,171,1.00
2653,2025-08-08,212,-6.00
2440,2025-08-05,176,-6.00
1239,2025-08-03,171,3.00
1832,2025-08-11,147,18.00
5607,2025-08-06,61,-2.00
1156,2025-08-10,186,20.00
2672,2025-08-01,180,-7.00
1314,2025-08-13,206,-1.00
1634,2025-08-01,194,14.00
2225,2025-08-08,155,-7.00
