flight_number,scheduled_departure_date,departure_delay_min,total_pax,ssr_count,load_category,ssr_volume
2287,2025-08-09,-3.0,178,39,High Load,Low SSR
2653,2025-08-02,-6.0,231,49,High Load,High SSR
2004,2025-08-04,6.0,185,49,High Load,High SSR
4429,2025-08-06,-7.0,53,24,Low Load,Low SSR
845,2025-08-02,60.0,360,212,High Load,High SSR
1779,2025-08-11,39.0,69,46,Low Load,High SSR
286,2025-08-05,-3.0,174,51,High Load,High SSR
1413,2025-08-15,0.0,175,52,High Load,High SSR
2385,2025-08-05,-4.0,171,42,High Load,High SSR
5429,2025-08-05,-3.0,87,12,Medium Load,Low SSR
777,2025-08-14,156.0,188,66,High Load,High SSR
695,2025-08-03,12.0,223,75,High Load,High SSR
2092,2025-08-09,-7.0,212,41,High Load,High SSR
2677,2025-08-12,183.0,177,104,High Load,High SSR
4425,2025-08-07,-4.0,45,18,Low Load,Low SSR
4431,2025-08-13,-2.0,49,17,Low Load,Low SSR
2672,2025-08-07,-3.0,153,62,Medium Load,High SSR
5260,2025-08-07,159.0,64,12,Low Load,Low SSR
2071,2025-08-12,-6.0,107,27,Medium Load,Low SSR
5499,2025-08-10,144.0,36,30,Low Load,Low SSR
466,2025-08-11,-8.0,134,22,Medium Load,Low SSR
4519,2025-08-07,12.0,46,18,Low Load,Low SSR
533,2025-08-15,10.0,108,74,Medium Load,High SSR
5309,2025-08-07,11.0,54,23,Low Load,Low SSR
4748,2025-08-14,9.0,39,20,Low Load,Low SSR
4530,2025-08-15,-8.0,53,11,Low Load,Low SSR
2629,2025-08-04,-2.0,178,116,High Load,High SSR
1304,2025-08-10,3.0,181,73,High Load,High SSR
1851,2025-08-04,-15.0,137,62,Medium Load,High SSR
2370,2025-08-04,15.0,188,81,High Load,High SSR
5383,2025-08-11,0.0,48,13,Low Load,Low SSR
3610,2025-08-11,-4.0,70,19,Low Load,Low SSR
2133,2025-08-06,22.0,197,91,High Load,High SSR
5099,2025-08-12,-8.0,23,22,Low Load,Low SSR
1531,2025-08-11,23.0,136,102,Medium Load,High SSR
2394,2025-08-11,1.0,270,56,High Load,High SSR
5251,2025-08-09,-1.0,102,23,Medium Load,Low SSR
1941,2025-08-10,55.0,124,45,Medium Load,High SSR
2609,2025-08-05,-8.0,148,38,Medium Load,Low SSR
291,2025-08-07,4.0,167,60,Medium Load,High SSR
1316,2025-08-10,3.0,125,60,Medium Load,High SSR
291,2025-08-11,3.0,173,60,High Load,High SSR
4568,2025-08-15,-9.0,52,15,Low Load,Low SSR
1129,2025-08-01,3.0,207,23,High Load,Low SSR
5505,2025-08-15,-1.0,46,37,Low Load,Low SSR
4792,2025-08-15,9.0,67,41,Low Load,High SSR
4458,2025-08-07,-6.0,49,37,Low Load,Low SSR
5930,2025-08-08,-5.0,70,23,Low Load,Low SSR
2424,2025-08-12,27.0,167,42,Medium Load,High SSR
118,2025-08-14,145.0,184,69,High Load,High SSR
1989,2025-08-07,29.0,177,46,High Load,High SSR
5225,2025-08-10,-4.0,36,21,Low Load,Low SSR
3668,2025-08-05,-2.0,70,10,Low Load,Low SSR
1398,2025-08-01,12.0,191,96,High Load,High SSR
2465,2025-08-12,-6.0,183,115,High Load,High SSR
3523,2025-08-12,208.0,84,33,Medium Load,Low SSR
2099,2025-08-09,-6.0,196,141,High Load,High SSR
2182,2025-08-10,-3.0,171,108,High Load,High SSR
5376,2025-08-02,182.0,61,39,Low Load,Low SSR
4504,2025-08-08,-6.0,46,19,Low Load,Low SSR
5135,2025-08-06,-8.0,31,22,Low Load,Low SSR
4789,2025-08-15,1.0,74,33,Medium Load,Low SSR
5868,2025-08-12,11.0,30,30,Low Load,Low SSR
980,2025-08-07,21.0,346,47,High Load,High SSR
2104,2025-08-03,-1.0,196,21,High Load,Low SSR
5948,2025-08-01,6.0,77,11,Medium Load,Low SSR
5795,2025-08-07,-7.0,59,27,Low Load,Low SSR
1421,2025-08-10,-4.0,242,51,High Load,High SSR
5977,2025-08-11,-8.0,76,34,Medium Load,Low SSR
1832,2025-08-04,0.0,143,49,Medium Load,High SSR
2364,2025-08-11,-5.0,198,69,High Load,High SSR
1068,2025-08-05,-11.0,208,59,High Load,High SSR
1448,2025-08-09,5.0,115,78,Medium Load,High SSR
1974,2025-08-01,5.0,189,93,High Load,High SSR
2225,2025-08-03,-2.0,201,81,High Load,High SSR
5603,2025-08-07,43.0,62,67,Low Load,High SSR
5859,2025-08-08,1.0,96,3,Medium Load,Low SSR
1361,2025-08-04,15.0,126,48,Medium Load,High SSR
4809,2025-08-08,-8.0,92,31,Medium Load,Low SSR
5505,2025-08-01,23.0,45,37,Low Load,Low SSR
5108,2025-08-15,-9.0,54,33,Low Load,Low SSR
1182,2025-08-05,-5.0,170,61,High Load,High SSR
5045,2025-08-01,10.0,71,25,Low Load,Low SSR
5131,2025-08-04,-8.0,54,23,Low Load,Low SSR
5712,2025-08-12,5.0,62,24,Low Load,Low SSR
4552,2025-08-02,-4.0,54,19,Low Load,Low SSR
5352,2025-08-09,5.0,63,26,Low Load,Low SSR
3536,2025-08-02,11.0,102,15,Medium Load,Low SSR
3696,2025-08-05,-10.0,64,16,Low Load,Low SSR
4468,2025-08-10,72.0,66,14,Low Load,Low SSR
4597,2025-08-11,-8.0,44,28,Low Load,Low SSR
5984,2025-08-02,-5.0,91,24,Medium Load,Low SSR
1531,2025-08-05,12.0,131,102,Medium Load,High SSR
3654,2025-08-07,-2.0,84,20,Medium Load,Low SSR
5444,2025-08-04,-8.0,52,7,Low Load,Low SSR
4789,2025-08-13,-1.0,61,33,Low Load,Low SSR
5631,2025-08-09,-5.0,49,15,Low Load,Low SSR
3610,2025-08-13,-8.0,85,19,Medium Load,Low SSR
4542,2025-08-06,69.0,50,21,Low Load,Low SSR
909,2025-08-06,119.0,267,97,High Load,High SSR
972,2025-08-15,23.0,396,181,High Load,High SSR
1010,2025-08-04,-4.0,142,24,Medium Load,Low SSR
291,2025-08-08,45.0,147,60,Medium Load,High SSR
5610,2025-08-05,-10.0,45,19,Low Load,Low SSR
2424,2025-08-02,4.0,209,42,High Load,High SSR
3628,2025-08-13,0.0,72,20,Low Load,Low SSR
561,2025-08-15,78.0,129,75,Medium Load,High SSR
3535,2025-08-03,-1.0,78,27,Medium Load,Low SSR
5099,2025-08-14,7.0,53,22,Low Load,Low SSR
1082,2025-08-08,7.0,158,108,Medium Load,High SSR
4584,2025-08-15,10.0,50,22,Low Load,Low SSR
4406,2025-08-01,-5.0,49,21,Low Load,Low SSR
2418,2025-08-02,29.0,171,40,High Load,Low SSR
2653,2025-08-09,-4.0,239,49,High Load,High SSR
1811,2025-08-03,-3.0,168,151,Medium Load,High SSR
5275,2025-08-03,7.0,54,27,Low Load,Low SSR
729,2025-08-11,0.0,153,30,Medium Load,Low SSR
1306,2025-08-07,24.0,192,58,High Load,High SSR
1270,2025-08-12,-7.0,148,61,Medium Load,High SSR
4517,2025-08-10,9.0,56,14,Low Load,Low SSR
359,2025-08-03,-3.0,177,139,High Load,High SSR
1803,2025-08-03,-9.0,233,64,High Load,High SSR
2635,2025-08-01,6.0,148,224,Medium Load,High SSR
1492,2025-08-15,33.0,91,100,Medium Load,High SSR
2465,2025-08-13,4.0,218,115,High Load,High SSR
1657,2025-08-02,25.0,179,25,High Load,Low SSR
4610,2025-08-13,-3.0,51,16,Low Load,Low SSR
1740,2025-08-10,-2.0,231,44,High Load,High SSR
5251,2025-08-12,859.0,31,23,Low Load,Low SSR
4173,2025-08-05,-1.0,46,10,Low Load,Low SSR
5140,2025-08-07,87.0,56,20,Low Load,Low SSR
4792,2025-08-02,-1.0,87,41,Medium Load,High SSR
1741,2025-08-03,-1.0,174,47,High Load,High SSR
3707,2025-08-05,-4.0,46,17,Low Load,Low SSR
2008,2025-08-08,170.0,286,74,High Load,High SSR
1135,2025-08-02,-7.0,233,14,High Load,Low SSR
4390,2025-08-13,-4.0,50,16,Low Load,Low SSR
3601,2025-08-10,-2.0,83,23,Medium Load,Low SSR
3707,2025-08-08,7.0,52,17,Low Load,Low SSR
1335,2025-08-10,70.0,206,104,High Load,High SSR
1538,2025-08-10,111.0,190,73,High Load,High SSR
5395,2025-08-01,-7.0,74,36,Medium Load,Low SSR
4638,2025-08-09,35.0,68,33,Low Load,Low SSR
5628,2025-08-13,3.0,75,6,Medium Load,Low SSR
4809,2025-08-02,5.0,80,31,Medium Load,Low SSR
1920,2025-08-08,75.0,171,74,High Load,High SSR
1803,2025-08-13,0.0,242,64,High Load,High SSR
1872,2025-08-12,5.0,148,101,Medium Load,High SSR
2290,2025-08-15,54.0,107,52,Medium Load,High SSR
2691,2025-08-06,-9.0,195,30,High Load,Low SSR
5819,2025-08-13,-9.0,50,25,Low Load,Low SSR
275,2025-08-14,-1.0,170,47,High Load,High SSR
1209,2025-08-09,7.0,147,65,Medium Load,High SSR
481,2025-08-01,15.0,143,54,Medium Load,High SSR
1594,2025-08-04,-1.0,137,77,Medium Load,High SSR
5968,2025-08-10,-3.0,83,2,Medium Load,Low SSR
1178,2025-08-04,1.0,123,102,Medium Load,High SSR
1612,2025-08-04,-1.0,116,92,Medium Load,High SSR
5763,2025-08-01,0.0,68,49,Low Load,High SSR
622,2025-08-06,-4.0,455,113,High Load,High SSR
2361,2025-08-12,9.0,193,46,High Load,High SSR
2172,2025-08-01,-1.0,154,99,Medium Load,High SSR
1878,2025-08-08,8.0,234,74,High Load,High SSR
3598,2025-08-12,160.0,62,34,Low Load,Low SSR
1041,2025-08-12,44.0,121,38,Medium Load,Low SSR
2665,2025-08-11,216.0,210,96,High Load,High SSR
5603,2025-08-08,-6.0,48,67,Low Load,High SSR
1120,2025-08-09,-7.0,212,5,High Load,Low SSR
5852,2025-08-12,-3.0,48,31,Low Load,Low SSR
3402,2025-08-09,6.0,72,27,Low Load,Low SSR
5505,2025-08-08,-2.0,45,37,Low Load,Low SSR
5250,2025-08-13,7.0,79,14,Medium Load,Low SSR
3668,2025-08-11,14.0,76,10,Medium Load,Low SSR
3598,2025-08-04,45.0,81,34,Medium Load,Low SSR
5626,2025-08-10,-5.0,53,6,Low Load,Low SSR
1576,2025-08-05,15.0,110,19,Medium Load,Low SSR
4791,2025-08-02,0.0,54,23,Low Load,Low SSR
4426,2025-08-06,-4.0,43,19,Low Load,Low SSR
5138,2025-08-04,1.0,32,9,Low Load,Low SSR
5608,2025-08-12,-3.0,55,17,Low Load,Low SSR
4484,2025-08-05,-2.0,60,8,Low Load,Low SSR
5344,2025-08-04,-1.0,46,42,Low Load,High SSR
5027,2025-08-07,-8.0,5,10,Low Load,Low SSR
1205,2025-08-01,-4.0,200,67,High Load,High SSR
399,2025-08-06,4.0,180,53,High Load,High SSR
1252,2025-08-07,-7.0,46,13,Low Load,Low SSR
953,2025-08-13,19.0,245,89,High Load,High SSR
2387,2025-08-04,54.0,234,21,High Load,Low SSR
1923,2025-08-02,1.0,139,56,Medium Load,High SSR
5395,2025-08-10,7.0,70,36,Low Load,Low SSR
2137,2025-08-10,5.0,197,62,High Load,High SSR
247,2025-08-08,-4.0,166,83,Medium Load,High SSR
5532,2025-08-01,-8.0,75,11,Medium Load,Low SSR
1100,2025-08-08,-10.0,166,36,Medium Load,Low SSR
4380,2025-08-10,-2.0,45,10,Low Load,Low SSR
1975,2025-08-13,0.0,135,51,Medium Load,High SSR
219,2025-08-12,-3.0,376,93,High Load,High SSR
2494,2025-08-10,14.0,147,73,Medium Load,High SSR
224,2025-08-02,-6.0,240,68,High Load,High SSR
5138,2025-08-14,-3.0,39,9,Low Load,Low SSR
445,2025-08-02,29.0,213,86,High Load,High SSR
4474,2025-08-10,78.0,56,14,Low Load,Low SSR
2684,2025-08-06,-4.0,228,70,High Load,High SSR
1740,2025-08-13,1.0,100,44,Medium Load,High SSR
5668,2025-08-13,159.0,46,26,Low Load,Low SSR
481,2025-08-10,-3.0,132,54,Medium Load,High SSR
1583,2025-08-15,-5.0,225,58,High Load,High SSR
5472,2025-08-03,-4.0,42,6,Low Load,Low SSR
1584,2025-08-11,8.0,230,55,High Load,High SSR
5121,2025-08-07,7.0,9,19,Low Load,Low SSR
1291,2025-08-08,-3.0,98,41,Medium Load,High SSR
617,2025-08-09,-2.0,145,94,Medium Load,High SSR
5557,2025-08-15,-8.0,81,18,Medium Load,Low SSR
2008,2025-08-06,81.0,281,74,High Load,High SSR
5474,2025-08-05,-7.0,45,42,Low Load,High SSR
5225,2025-08-03,-8.0,58,21,Low Load,Low SSR
2683,2025-08-04,92.0,174,69,High Load,High SSR
1273,2025-08-08,-2.0,273,36,High Load,Low SSR
2369,2025-08-13,-7.0,144,63,Medium Load,High SSR
1030,2025-08-07,11.0,127,43,Medium Load,High SSR
1306,2025-08-13,-4.0,114,58,Medium Load,High SSR
2424,2025-08-13,5.0,197,42,High Load,High SSR
2684,2025-08-03,177.0,217,70,High Load,High SSR
881,2025-08-11,-3.0,240,93,High Load,High SSR
5593,2025-08-01,-4.0,90,35,Medium Load,Low SSR
1252,2025-08-10,0.0,95,13,Medium Load,Low SSR
1848,2025-08-05,-3.0,110,78,Medium Load,High SSR
5847,2025-08-15,13.0,83,25,Medium Load,Low SSR
4533,2025-08-02,-4.0,44,6,Low Load,Low SSR
1779,2025-08-10,10.0,167,46,Medium Load,High SSR
769,2025-08-09,35.0,196,61,High Load,High SSR
1872,2025-08-03,-1.0,153,101,Medium Load,High SSR
1097,2025-08-12,-7.0,143,32,Medium Load,Low SSR
2337,2025-08-02,33.0,224,98,High Load,High SSR
660,2025-08-10,0.0,240,55,High Load,High SSR
4549,2025-08-02,-3.0,61,26,Low Load,Low SSR
4590,2025-08-09,-7.0,60,26,Low Load,Low SSR
275,2025-08-08,-2.0,174,47,High Load,High SSR
2254,2025-08-12,-1.0,208,71,High Load,High SSR
1857,2025-08-01,-6.0,219,45,High Load,High SSR
4610,2025-08-06,-6.0,53,16,Low Load,Low SSR
1909,2025-08-08,-1.0,186,55,High Load,High SSR
1564,2025-08-06,291.0,199,58,High Load,High SSR
5427,2025-08-11,0.0,46,23,Low Load,Low SSR
2329,2025-08-01,10.0,147,94,Medium Load,High SSR
4809,2025-08-06,-10.0,65,31,Low Load,Low SSR
5446,2025-08-08,97.0,69,20,Low Load,Low SSR
4518,2025-08-05,4.0,61,31,Low Load,Low SSR
1842,2025-08-08,-1.0,255,61,High Load,High SSR
1448,2025-08-15,-3.0,125,78,Medium Load,High SSR
5601,2025-08-13,15.0,50,71,Low Load,High SSR
5643,2025-08-03,0.0,53,25,Low Load,Low SSR
4501,2025-08-03,-11.0,48,29,Low Load,Low SSR
5726,2025-08-14,-4.0,58,18,Low Load,Low SSR
4599,2025-08-09,-5.0,46,16,Low Load,Low SSR
2483,2025-08-12,0.0,193,155,High Load,High SSR
777,2025-08-11,-2.0,111,66,Medium Load,High SSR
1485,2025-08-07,-5.0,208,78,High Load,High SSR
1658,2025-08-03,-5.0,182,37,High Load,Low SSR
1448,2025-08-13,-1.0,128,78,Medium Load,High SSR
2653,2025-08-12,-3.0,210,49,High Load,High SSR
1082,2025-08-05,-9.0,162,108,Medium Load,High SSR
1010,2025-08-02,-1.0,117,24,Medium Load,Low SSR
1761,2025-08-11,66.0,153,107,Medium Load,High SSR
1899,2025-08-14,10.0,158,48,Medium Load,High SSR
1801,2025-08-14,30.0,256,98,High Load,High SSR
5100,2025-08-15,63.0,22,25,Low Load,Low SSR
5253,2025-08-03,10.0,81,24,Medium Load,Low SSR
482,2025-08-08,-2.0,166,28,Medium Load,Low SSR
224,2025-08-06,108.0,222,68,High Load,High SSR
721,2025-08-03,-1.0,240,45,High Load,High SSR
2677,2025-08-04,15.0,179,104,High Load,High SSR
2691,2025-08-11,-3.0,225,30,High Load,Low SSR
533,2025-08-12,193.0,93,74,Medium Load,High SSR
3568,2025-08-06,7.0,103,26,Medium Load,Low SSR
275,2025-08-06,18.0,163,47,Medium Load,High SSR
4491,2025-08-05,-8.0,45,20,Low Load,Low SSR
1363,2025-08-04,-2.0,223,113,High Load,High SSR
1989,2025-08-13,12.0,194,46,High Load,High SSR
2414,2025-08-15,-4.0,168,31,Medium Load,Low SSR
669,2025-08-04,-3.0,171,21,High Load,Low SSR
5948,2025-08-10,64.0,92,11,Medium Load,Low SSR
5717,2025-08-13,-8.0,89,5,Medium Load,Low SSR
1832,2025-08-01,0.0,136,49,Medium Load,High SSR
4789,2025-08-01,-1.0,52,33,Low Load,Low SSR
1069,2025-08-10,23.0,130,67,Medium Load,High SSR
2290,2025-08-12,30.0,137,52,Medium Load,High SSR
2657,2025-08-14,-1.0,198,88,High Load,High SSR
2225,2025-08-05,-5.0,198,81,High Load,High SSR
1803,2025-08-01,-2.0,222,64,High Load,High SSR
5731,2025-08-13,-5.0,85,21,Medium Load,Low SSR
5100,2025-08-14,56.0,36,25,Low Load,Low SSR
5269,2025-08-06,-6.0,47,21,Low Load,Low SSR
5230,2025-08-10,100.0,53,37,Low Load,Low SSR
5253,2025-08-08,10.0,78,24,Medium Load,Low SSR
4188,2025-08-10,86.0,48,22,Low Load,Low SSR
2038,2025-08-11,3.0,104,28,Medium Load,Low SSR
5763,2025-08-10,20.0,84,49,Medium Load,High SSR
5314,2025-08-06,9.0,40,30,Low Load,Low SSR
5712,2025-08-13,-2.0,87,24,Medium Load,Low SSR
5420,2025-08-01,-5.0,62,23,Low Load,Low SSR
5836,2025-08-11,5.0,51,17,Low Load,Low SSR
5737,2025-08-14,14.0,31,13,Low Load,Low SSR
4571,2025-08-03,-2.0,59,18,Low Load,Low SSR
944,2025-08-02,-1.0,341,131,High Load,High SSR
2100,2025-08-11,-5.0,193,85,High Load,High SSR
929,2025-08-08,43.0,186,66,High Load,High SSR
5999,2025-08-01,11.0,70,9,Low Load,Low SSR
708,2025-08-07,-6.0,140,57,Medium Load,High SSR
4568,2025-08-05,-10.0,39,15,Low Load,Low SSR
2370,2025-08-03,4.0,208,81,High Load,High SSR
3610,2025-08-10,-1.0,70,19,Low Load,Low SSR
1793,2025-08-11,-4.0,126,38,Medium Load,Low SSR
5821,2025-08-01,-5.0,47,16,Low Load,Low SSR
695,2025-08-05,28.0,242,75,High Load,High SSR
1358,2025-08-08,-5.0,74,20,Medium Load,Low SSR
1815,2025-08-11,-2.0,163,45,Medium Load,High SSR
4613,2025-08-11,7.0,50,13,Low Load,Low SSR
912,2025-08-13,83.0,172,76,High Load,High SSR
617,2025-08-01,4.0,142,94,Medium Load,High SSR
695,2025-08-06,114.0,198,75,High Load,High SSR
845,2025-08-08,114.0,344,212,High Load,High SSR
1980,2025-08-08,-8.0,178,25,High Load,Low SSR
5290,2025-08-13,-1.0,65,18,Low Load,Low SSR
4519,2025-08-14,35.0,52,18,Low Load,Low SSR
2653,2025-08-13,-6.0,215,49,High Load,High SSR
695,2025-08-11,-4.0,131,75,Medium Load,High SSR
4425,2025-08-08,-2.0,58,18,Low Load,Low SSR
1580,2025-08-10,82.0,196,63,High Load,High SSR
2008,2025-08-15,-7.0,294,74,High Load,High SSR
2200,2025-08-09,16.0,189,80,High Load,High SSR
1377,2025-08-05,-6.0,179,69,High Load,High SSR
3635,2025-08-13,-9.0,67,18,Low Load,Low SSR
5425,2025-08-06,-6.0,49,21,Low Load,Low SSR
1044,2025-08-13,-3.0,242,74,High Load,High SSR
4529,2025-08-12,-7.0,45,19,Low Load,Low SSR
1776,2025-08-14,-4.0,186,41,High Load,High SSR
2251,2025-08-13,20.0,136,28,Medium Load,Low SSR
5260,2025-08-04,4.0,52,12,Low Load,Low SSR
2635,2025-08-09,35.0,156,56,Medium Load,High SSR
4645,2025-08-01,0.0,50,23,Low Load,Low SSR
5136,2025-08-03,0.0,9,17,Low Load,Low SSR
5121,2025-08-01,-11.0,9,19,Low Load,Low SSR
5136,2025-08-10,-3.0,6,17,Low Load,Low SSR
5121,2025-08-04,-6.0,5,19,Low Load,Low SSR
5136,2025-08-05,-11.0,8,17,Low Load,Low SSR
5121,2025-08-10,14.0,8,19,Low Load,Low SSR
5121,2025-08-08,-5.0,8,19,Low Load,Low SSR
5652,2025-08-08,-1.0,75,33,Medium Load,Low SSR
476,2025-08-15,91.0,119,59,Medium Load,High SSR
1859,2025-08-04,5.0,151,50,Medium Load,High SSR
2653,2025-08-04,-3.0,186,49,High Load,High SSR
1495,2025-08-02,25.0,224,68,High Load,High SSR
5375,2025-08-01,-4.0,54,19,Low Load,Low SSR
2004,2025-08-05,28.0,156,49,Medium Load,High SSR
1612,2025-08-02,-3.0,147,92,Medium Load,High SSR
2333,2025-08-01,-3.0,205,78,High Load,High SSR
2189,2025-08-10,-2.0,190,62,High Load,High SSR
276,2025-08-11,3.0,265,48,High Load,High SSR
1823,2025-08-11,-4.0,222,89,High Load,High SSR
2154,2025-08-11,340.0,175,88,High Load,High SSR
1878,2025-08-05,58.0,261,74,High Load,High SSR
5138,2025-08-12,-9.0,19,9,Low Load,Low SSR
5292,2025-08-06,-9.0,80,48,Medium Load,High SSR
4780,2025-08-10,74.0,57,20,Low Load,Low SSR
5380,2025-08-05,-9.0,77,21,Medium Load,Low SSR
2657,2025-08-07,33.0,195,88,High Load,High SSR
3525,2025-08-07,0.0,81,23,Medium Load,Low SSR
4491,2025-08-14,118.0,51,20,Low Load,Low SSR
4590,2025-08-04,-7.0,46,26,Low Load,Low SSR
3655,2025-08-15,-5.0,75,26,Medium Load,Low SSR
288,2025-08-03,6.0,204,64,High Load,High SSR
3654,2025-08-11,-4.0,82,20,Medium Load,Low SSR
503,2025-08-14,10.0,253,108,High Load,High SSR
5565,2025-08-08,106.0,47,19,Low Load,Low SSR
5219,2025-08-11,-7.0,63,25,Low Load,Low SSR
5536,2025-08-04,5.0,94,13,Medium Load,Low SSR
5534,2025-08-13,0.0,93,23,Medium Load,Low SSR
4718,2025-08-03,1.0,54,22,Low Load,Low SSR
4571,2025-08-06,8.0,43,18,Low Load,Low SSR
5565,2025-08-03,-1.0,54,19,Low Load,Low SSR
5230,2025-08-08,16.0,55,37,Low Load,Low SSR
5020,2025-08-10,-8.0,35,26,Low Load,Low SSR
5320,2025-08-13,-1.0,37,14,Low Load,Low SSR
980,2025-08-13,25.0,276,47,High Load,High SSR
2385,2025-08-07,-11.0,193,42,High Load,High SSR
5841,2025-08-04,22.0,72,34,Low Load,Low SSR
2414,2025-08-07,0.0,161,31,Medium Load,Low SSR
2323,2025-08-13,-6.0,339,55,High Load,High SSR
265,2025-08-04,8.0,126,88,Medium Load,High SSR
2361,2025-08-14,21.0,141,46,Medium Load,High SSR
4542,2025-08-08,-4.0,46,21,Low Load,Low SSR
5836,2025-08-08,-8.0,54,17,Low Load,Low SSR
2243,2025-08-15,13.0,162,69,Medium Load,High SSR
5353,2025-08-04,-11.0,46,17,Low Load,Low SSR
5292,2025-08-07,-7.0,83,48,Medium Load,High SSR
1239,2025-08-02,-2.0,195,75,High Load,High SSR
1599,2025-08-03,0.0,462,93,High Load,High SSR
5795,2025-08-14,-8.0,80,27,Medium Load,Low SSR
4476,2025-08-11,33.0,50,20,Low Load,Low SSR
5337,2025-08-12,261.0,76,25,Medium Load,Low SSR
5020,2025-08-12,-7.0,13,26,Low Load,Low SSR
1041,2025-08-06,2.0,137,38,Medium Load,Low SSR
4563,2025-08-08,-5.0,50,27,Low Load,Low SSR
468,2025-08-05,1.0,216,114,High Load,High SSR
2148,2025-08-05,2.0,154,46,Medium Load,High SSR
1492,2025-08-10,27.0,146,100,Medium Load,High SSR
5490,2025-08-09,26.0,61,12,Low Load,Low SSR
5395,2025-08-11,1.0,67,36,Low Load,Low SSR
5398,2025-08-04,-1.0,76,16,Medium Load,Low SSR
4748,2025-08-03,7.0,39,20,Low Load,Low SSR
1658,2025-08-12,8.0,117,37,Medium Load,Low SSR
5353,2025-08-11,-7.0,45,17,Low Load,Low SSR
4474,2025-08-15,193.0,47,14,Low Load,Low SSR
1077,2025-08-06,-11.0,48,6,Low Load,Low SSR
1612,2025-08-13,-7.0,55,92,Low Load,High SSR
5272,2025-08-01,130.0,44,14,Low Load,Low SSR
5841,2025-08-01,-1.0,75,34,Medium Load,Low SSR
4636,2025-08-01,21.0,49,43,Low Load,High SSR
1077,2025-08-08,-6.0,42,6,Low Load,Low SSR
1580,2025-08-05,9.0,201,63,High Load,High SSR
5253,2025-08-02,99.0,92,24,Medium Load,Low SSR
2628,2025-08-11,-1.0,100,49,Medium Load,High SSR
764,2025-08-14,-1.0,129,34,Medium Load,Low SSR
5108,2025-08-08,-2.0,35,33,Low Load,Low SSR
4546,2025-08-15,-7.0,58,18,Low Load,Low SSR
5382,2025-08-03,-4.0,45,21,Low Load,Low SSR
5646,2025-08-13,-6.0,59,16,Low Load,Low SSR
5344,2025-08-06,-5.0,37,42,Low Load,High SSR
1779,2025-08-08,-4.0,53,46,Low Load,High SSR
4491,2025-08-11,-8.0,50,20,Low Load,Low SSR
2369,2025-08-06,-4.0,131,63,Medium Load,High SSR
4426,2025-08-13,-4.0,53,19,Low Load,Low SSR
1030,2025-08-11,14.0,120,43,Medium Load,High SSR
1848,2025-08-14,-1.0,146,78,Medium Load,High SSR
587,2025-08-14,19.0,183,68,High Load,High SSR
1100,2025-08-07,20.0,257,36,High Load,Low SSR
5314,2025-08-10,48.0,48,30,Low Load,Low SSR
4390,2025-08-15,88.0,41,16,Low Load,Low SSR
3409,2025-08-04,7.0,80,29,Medium Load,Low SSR
1778,2025-08-02,0.0,145,94,Medium Load,High SSR
5099,2025-08-04,29.0,47,22,Low Load,Low SSR
2323,2025-08-04,-5.0,225,55,High Load,High SSR
265,2025-08-10,13.0,125,88,Medium Load,High SSR
1044,2025-08-11,7.0,265,74,High Load,High SSR
1044,2025-08-12,-5.0,232,74,High Load,High SSR
4552,2025-08-09,6.0,47,19,Low Load,Low SSR
4474,2025-08-04,-3.0,46,14,Low Load,Low SSR
1297,2025-08-09,0.0,148,85,Medium Load,High SSR
2106,2025-08-15,1.0,158,56,Medium Load,High SSR
2011,2025-08-07,-2.0,172,87,High Load,High SSR
1834,2025-08-06,83.0,221,97,High Load,High SSR
2172,2025-08-06,3.0,163,99,Medium Load,High SSR
5930,2025-08-15,-10.0,52,23,Low Load,Low SSR
5930,2025-08-13,14.0,76,23,Medium Load,Low SSR
378,2025-08-11,5.0,209,59,High Load,High SSR
3690,2025-08-10,-5.0,47,19,Low Load,Low SSR
4559,2025-08-12,-14.0,53,17,Low Load,Low SSR
1594,2025-08-06,-2.0,131,77,Medium Load,High SSR
1146,2025-08-15,4.0,137,33,Medium Load,Low SSR
2389,2025-08-12,-3.0,134,138,Medium Load,High SSR
3654,2025-08-03,-7.0,75,20,Medium Load,Low SSR
5337,2025-08-07,4.0,86,25,Medium Load,Low SSR
2430,2025-08-13,-4.0,87,46,Medium Load,High SSR
445,2025-08-11,0.0,143,86,Medium Load,High SSR
293,2025-08-04,-6.0,183,42,High Load,High SSR
1742,2025-08-06,269.0,189,47,High Load,High SSR
3402,2025-08-04,-4.0,74,27,Medium Load,Low SSR
4194,2025-08-04,39.0,42,12,Low Load,Low SSR
1848,2025-08-13,-6.0,131,78,Medium Load,High SSR
4739,2025-08-09,1.0,50,31,Low Load,Low SSR
5729,2025-08-06,-6.0,58,76,Low Load,High SSR
4585,2025-08-07,-7.0,43,26,Low Load,Low SSR
1641,2025-08-07,6.0,61,41,Low Load,High SSR
5362,2025-08-12,10.0,31,32,Low Load,Low SSR
5118,2025-08-01,-6.0,45,43,Low Load,High SSR
5292,2025-08-15,9.0,70,48,Low Load,High SSR
5125,2025-08-13,-8.0,52,26,Low Load,Low SSR
2147,2025-08-03,35.0,119,40,Medium Load,Low SSR
1347,2025-08-11,-5.0,214,77,High Load,High SSR
944,2025-08-04,18.0,289,131,High Load,High SSR
1933,2025-08-06,1.0,139,40,Medium Load,Low SSR
